PLAY "Play"
ITEMS_ZOMBIESCROLL_EFFECT1 "The Zombie faction has been unlocked!"
SPELLS_BYPASS_ALLIES_EFFECT1 "All ranged attacks will bypass allies."
SPELLS_BYPASS_ALLIES_EFFECT "bypass allies"
SPELLS_ENNOBLEMENT_EFFECT1 "Reaches the status of a vampire lord."
SPELLS_ENNOBLEMENT_EFFECT "ennoblement"
SPELLS_MAGIC_MISSILE_SECONDPERSON1 "are spared by the missile"
SPELLS_MAGIC_MISSILE_SECONDPERSON "are hit by the missile"
SPELLS_MAGIC_MISSILE_THIRDPERSON1 "is spared by the missile"
SPELLS_MAGIC_MISSILE_THIRDPERSON "is hit by the missile"
TEXT100 "Font:"
TEXT101 "Lato by Łukasz Dziedzic"
TEXT102 "latofonts.com"
TEXT103 "LodePNG library by Lode Vandevenne"
TEXT104 " (retired)"
TEXT105 "Load game"
TEXT106 "Play as a warlord"
TEXT107 "Erase"
TEXT108 "News"
TEXT109 "Wiki"
TEXT110 "Discord"
TEXT111 "Github"
TEXT112 "Install id: "
TEXT113 "Build: "
TEXT114 "Downloaded:"
TEXT115 "✓"
TEXT116 "Subscribed:"
TEXT117 "Online:"
TEXT118 "Activate"
TEXT119 "Deactivate"
TEXT120 "Download"
TEXT121 "Owners:"
TEXT122 "Choose all"
TEXT123 "Equiped."
TEXT124 "Minions freed from imprisonment:"
TEXT125 "This base can be unlocked by solving a puzzle or finding a secret while playing the game. You can also unlock all content in the settings."
TEXT126 "Start new game"
TEXT127 "Go back"
TEXT57 "Save and exit"
TEXT58 "Settings"
TEXT59 "Retire"
TEXT60 "Abandon game"
TEXT61 "Confirm"
TEXT62 "Cancel"
TEXT63 "Minions killed:"
TEXT64 "Minions captured:"
TEXT65 "Enemies killed:"
TEXT66 "Enemies captured:"
TEXT67 "Design and programming:"
TEXT68 "Michał Brzozowski"
TEXT69 "Music:"
TEXT70 "Marcin Brzozowski and Krzysztof Łoza"
TEXT71 "soundcloud.com/martindemarco"
TEXT72 "soundcloud.com/christopher-loza"
TEXT73 "Graphics:"
TEXT74 "16-bit fantasy set by oryxdesignlab.com"
TEXT75 "ShroomArts, shroomarts.blogspot.com"
TEXT76 "Artur Reterski, artperski.com"
TEXT77 "Sam Andrews (Swish)"
TEXT78 "Intro film:"
TEXT79 "Kamil Kucharski, www.behance.net/Kucharsky"
TEXT80 "Testing and ideas:"
TEXT81 "Jakub Jurkowski"
TEXT82 "Consultations:"
TEXT83 "Ted Martens, @ted_martens"
TEXT84 "DarkGod, @darkgodone"
TEXT85 "Extra content:"
TEXT86 "SoftMonster"
TEXT87 "RighteousSinner"
TEXT88 "Archdiggle"
TEXT89 "Prolific modders and community members"
TEXT90 "CSeven"
TEXT91 "Doppelgänger"
TEXT92 "Drakenclaw"
TEXT93 "Game Dungeon"
TEXT94 "Kappa"
TEXT95 "Lavitz"
TEXT96 "Lord Tillion"
TEXT97 "Rarasek and his alter egos"
TEXT98 "Shadowing"
TEXT99 "Sonata"
WORKSHOPS_MENU_TYPE28 "Releases a fog cloud"
WORKSHOPS_MENU_TYPE29 "Releases a cloud of poison gas"
EQUIPMENT_GROUP_ADAMANTINE_EQUIPMENT "adamantine equipment"
EQUIPMENT_GROUP_ADOXIUM_EQUIPMENT "adoxium equipment"
EQUIPMENT_GROUP_ARTIFACT_EQUIPMENT "artifact equipment"
EQUIPMENT_GROUP_BASIC_EQUIPMENT "basic equipment"
EQUIPMENT_GROUP_CONSUMABLES "consumables"
EQUIPMENT_GROUP_INFERNITE_EQUIPMENT "infernite equipment"
EQUIPMENT_GROUP_IRON_EQUIPMENT "iron equipment"
EQUIPMENT_GROUP_JEWELLERY "jewellery"
EQUIPMENT_GROUP_LIGHT_EMITTING_EQUIPMENT "light emitting equipment"
EQUIPMENT_GROUP_RANGED_WEAPONS "ranged weapons"
WORKSHOP_INFO_WORKSHOP_PREFIX "enchanted"
WORKSHOP_INFO_FORGE_PREFIX "fine"
POPULATION "population"
MINIONS_HEADER "{1}: {2} / {3}"
KEEPER_CREATURES_DESCRIPTION "Build and manage your dream dungeon, defend against raids, and attack your enemies. Be about as evil as a boogieman can be!"
KEEPER_CREATURES_DESCRIPTION1 "Play as a not-so-evil human race. Recruit knights, priests and angelic beings!"
KEEPER_CREATURES_DESCRIPTION2 "Build a church, hold Masses for your congregation and try not to give in to temptations."
KEEPER_CREATURES_DESCRIPTION3 "Craft hordes of undead from the corpses of fallen enemies. "
KEEPER_CREATURES_DESCRIPTION4 "Seize the means of production and engineer traps, automatons and other contraptions. Recommended for advanced players."
KEEPER_CREATURES_POPULATIONSTRING "automatons"
KEEPER_CREATURES_DESCRIPTION5 "Play as a group of twelve dwarves that you can specialize to your liking. This faction has no immigration so dig around carefully!"
KEEPER_CREATURES_POPULATIONSTRING1 "dwarves"
KEEPER_CREATURES_DESCRIPTION6 "Play as a Goblin Keeper, and seek the legendary goblin matrons. This faction was originally created by RighteousSinner and Soft Monster for the Bonus Mod."
KEEPER_CREATURES_DESCRIPTION7 "Enjoy some brains for dinner!"
KEEPER_CREATURES_POPULATIONSTRING2 "zombies"
KEEPER_CREATURES_DESCRIPTION8 "Build a dungeon as a lone cyclops."
KEEPER_CREATURES_DESCRIPTION9 "Roam the land in search of adventures and loot!"
KEEPER_CREATURES_DESCRIPTION10 "Play as the Evil God Adoxie, and wipe the floor with silly mortals."
TILE_GAS_TYPES_POISON_GAS_THIRDPERSON1 "poison gas"
BUFFS_INFERNITE_EFFECT_THIRDPERSON1 "infernite"
TECHNOLOGY_ALCHEMY_DESCRIPTION "Build a laboratory and produce basic potions."
TECHNOLOGY_INCENDIARY_ALCHEMY_DESCRIPTION "Produce incendiary potions."
TECHNOLOGY_ADVANCED_ALCHEMY_DESCRIPTION "Produce more powerful potions."
TECHNOLOGY_EMBALMING_DESCRIPTION "Build a laboratory and concoct basic balsams for bodies."
TECHNOLOGY_ADVANCED_EMBALMING_DESCRIPTION "Produce more powerful balsams for bodies."
TECHNOLOGY_MASTER_EMBALMING_DESCRIPTION "Produce the most powerful balsams for bodies."
TECHNOLOGY_NECROMANCY_DESCRIPTION "Build a morgue and raise undead."
TECHNOLOGY_ADVANCED_NECROMANCY_DESCRIPTION "Raise more powerful undead."
TECHNOLOGY_MASTER_NECROMANCY_DESCRIPTION "Raise the most powerful undead."
TECHNOLOGY_ALCHEMICAL_CONVERSION_DESCRIPTION "Convert resources to and from gold."
TECHNOLOGY_HUMANOID_MUTATION_DESCRIPTION "Breed new, very powerful humanoid species."
TECHNOLOGY_BEAST_MUTATION_DESCRIPTION "Breed new, very powerful beast species."
TECHNOLOGY_CHICKEN_BREEDING_DESCRIPTION "Build a chicken coop to feed your minions."
TECHNOLOGY_PIG_BREEDING_DESCRIPTION "Build a pigsty to feed your minions."
TECHNOLOGY_COW_BREEDING_DESCRIPTION "Build a cow pen to feed your minions."
TECHNOLOGY_IRON_WORKING_DESCRIPTION "Build a forge and produce metal weapons and armor."
TECHNOLOGY_JEWELLERY_DESCRIPTION "Build a jeweler room and produce magical rings and amulets."
TECHNOLOGY_DISTILLATION_DESCRIPTION "Beer is for dwarves. Build a distillery and make rat moonshine for your minions."
TECHNOLOGY_TWO-HANDED_WEAPONS_DESCRIPTION "Produce war hammers and battle axes."
TECHNOLOGY_TRAPS_DESCRIPTION "Produce traps in the workshop."
TECHNOLOGY_ADVANCED_TRAPS_DESCRIPTION "Produce more advanced traps and mechanisms."
TECHNOLOGY_ARCHERY_DESCRIPTION "Produce bows and arrows."
TECHNOLOGY_SORCERY_DESCRIPTION "Learn basic spells."
TECHNOLOGY_ADVANCED_SORCERY_DESCRIPTION "Learn more advanced spells."
TECHNOLOGY_MAGICAL_WEAPONS_DESCRIPTION "Produce melee weapons that deal magical damage"
TECHNOLOGY_MASTER_SORCERY_DESCRIPTION "Learn the most powerful spells."
TECHNOLOGY_DEMONOLOGY_DESCRIPTION "Build demon shrines and attract demons."
TECHNOLOGY_WORSHIP_DESCRIPTION "Build angel shrines and attract angels."
TECHNOLOGY_AUTOMATONS_DESCRIPTION "Build mechanical creatures that work and fight for you."
TECHNOLOGY_AUTOMATED_CRAFTING_DESCRIPTION "Build crafting and repair automaton arms to automate your production and repair."
TECHNOLOGY_ADVANCED_AUTOMATONS_DESCRIPTION "Build advanced mechanical creatures that work and fight for you."
TECHNOLOGY_AUTOMATON_BRAINS_DESCRIPTION "Build automatons that behave like humanoids."
TECHNOLOGY_AERODYNAMICS_DESCRIPTION "Build flying automatons."
TECHNOLOGY_EXPLOSIVES_DESCRIPTION "Build exploding automatons."
TECHNOLOGY_LUXURY_DESCRIPTION "Allow your minions to reflect the Lord's glory."
TECHNOLOGY_SMALL_TEMPTATIONS_DESCRIPTION "Permit a little indulgence to stay closer to the flock."
TECHNOLOGY_BIG_TEMPTATIONS_DESCRIPTION "Truly understand temptation to be able to preach against it."
TECHNOLOGY_SLAVERY_DESCRIPTION "Acquire more obedient hands to tend your flock."
TECHNOLOGY_DARK_CRAFTS_DESCRIPTION "Become more familiar with the tools that evil employs."
TECHNOLOGY_ADVANCED_THEOLOGY_DESCRIPTION "Research more advanced liturgies to ask the Lord for favors."
TECHNOLOGY_EXPERT_THEOLOGY_DESCRIPTION "Research extremely advanced liturgies to ask the Lord for favors."
TECHNOLOGY_WORSHIP_OF_ADOXIE_DESCRIPTION "Acknowledge dark powers to strengthen your faith and protect your minions from their influence."
WORLD_MAP_STYLE "World map style: {1}"
WORLD_MAPS "Inland"
WORLD_MAPS1 "Islands"
ITEMS_ADOXIESCROLL_EFFECT3 "It predicts the coming of the Evil God Adoxie"
ITEMS_ADOXIESCROLL_EFFECT4 "It predicts the coming of the Evil God Adoxie. You feel like this time it is real."
ITEMS_ZOMBIESCROLL_EFFECT2 "The scroll falls apart before you manage to read it"
ITEMS_ZOMBIESCROLL_EFFECT3 "An image of an unlocking door appears in your mind"
ITEMS_CYCLOPSSCROLL_EFFECT2 "The strange symbols and arrows describe a door that has been unlocked"
ITEMS_CYCLOPSSCROLL_ID "It contains strange symbols and arrows"
ITEMS_CYCLOPSSCROLL_ID1 "They don't seem to make any sense"
ITEMS_BLACKMARKETKEY_NAME1 "The portal is activated!"
ITEMS_BLACKMARKETKEY_NAME2 "The statue blinks!"
ITEMS_BLACKMARKETKEY_NAME3 "Nothing happens."
ITEMS_PRAYERBOOKPROTECTION_EFFECT2 "Mass will be held with the intention of protecting minions from attacks."
ITEMS_PRAYERBOOKPROTECTION_EFFECT3 "Mass will be held with the intention of giving minions strength in battles."
ITEMS_PRAYERBOOKPROTECTION_EFFECT4 "Mass will be held with the intention of protecting minions from arrows."
ITEMS_PRAYERBOOKPROTECTION_EFFECT5 "Mass will be held with the intention of giving minions more strength in digging."
ITEMS_PRAYERBOOKPROTECTION_EFFECT6 "Mass will be held with the intention of minions training at a faster pace."
ITEMS_PRAYERBOOKPROTECTION_EFFECT7 "Mass will be held with the intention of minions crafting at a faster pace."
ITEMS_PRAYERBOOKPROTECTION_EFFECT8 "Mass will be held with the intention of protecting minions from fire."
ITEMS_PRAYERBOOKPROTECTION_EFFECT9 "Mass will be held with the intention of protecting minions from poison."
ITEMS_PRAYERBOOKPROTECTION_EFFECT10 "Mass will be held with the intention of giving minions the ability to regenerate wounds."
ITEMS_PRAYERBOOKPROTECTION_EFFECT11 "Mass will be held with the intention of summoning stronger armed help."
ITEMS_PRAYERBOOKPROTECTION_EFFECT12 "Mass will be held with the intention of summoning armed help."
ITEMS_PRAYERBOOKPROTECTION_EFFECT13 "Mass will be held with the intention of summoning more workforce."
ITEMS_PRAYERBOOKPROTECTION_EFFECT14 "Mass will be held with the intention of increasing minions' melee training potential."
ITEMS_PRAYERBOOKPROTECTION_EFFECT15 "Mass will be held with the intention of increasing minions' divinity training potential."
ITEMS_PRAYERBOOKPROTECTION_EFFECT16 "Mass will be held with the intention of summoning a guardian angel for every minion."
ITEMS_PRAYERBOOKPROTECTION_EFFECT17 "Mass will be held in the name of the Evil God Adoxie."
SPELLS_DRAGON_GREETING_EFFECT2 "Well thief! I smell you and I feel your air. I hear your breath. Come along!"
FURNITURE_ROSTRUM_WOOD_ID "\"Munarret te aroleac munirol atcserda, muixan arollev.\""
FURNITURE_ROSTRUM_WOOD_ID1 "\"Et da sarumalc enrete sixiv ni.\""
FURNITURE_ROSTRUM_WOOD_ID2 "\"Murif te seps ni tnos xirtavel samina artson.\""
FURNITURE_ROSTRUM_WOOD_ID3 "\"Son revus adnecsed aut sutinalleb tu.\""
FURNITURE_ROSTRUM_WOOD_ID4 "\"Murollev te aracnas, arisanno.\""
FURNITURE_ROSTRUM_WOOD_ID5 "\"Maut somadiv non artson sico.\""
FURNITURE_ROSTRUM_WOOD_ID6 "\"Sumignat mueroc ni risnecserp des.\""
FURNITURE_ROSTRUM_WOOD_ID7 "\"Mudnalletne da aireme son sorad.\""
FURNITURE_ROSTRUM_WOOD_ID8 "\"Aut marolg ni xirev iuq, mutnacra saut soratsym.\""
FURNITURE_ROSTRUM_WOOD_ID9 "\"Sumarodual enif enis muimres.\""
FURNITURE_ROSTRUM_WOOD_ID10 "\"Eaut satirev senmo tnacifirolg.\""
FURNITURE_ROSTRUM_WOOD_ID11 "\"Sugluf murallets arpus douq animul ni.\""
FURNITURE_ROSTRUM_WOOD_ID12 "\"Tnedeac marret munarpus douq sinires ni te.\""
FURNITURE_ROSTRUM_WOOD_ID13 "\"Axeresim animod, son eritlacsa.\""
FURNITURE_ROSTRUM_WOOD_ID14 "\"Siroma te satilimuh ni sarocerp.\""
FURNITURE_ROSTRUM_WOOD_ID15 "\"Murolleb aimmus o, artson mecov eratxenoe.\""
FURNITURE_ROSTRUM_WOOD_ID16 "\"Raxelletni sinmo murorepus eauq, merecap sarad.\""
FURNITURE_ROSTRUM_WOOD_ID17 "\"Rutnaval, tnus sairav euq ,artson arortcep.\""
FURNITURE_ROSTRUM_WOOD_ID18 "\"Araved aut mutacirup erivulf ni.\""
FURNITURE_ROSTRUM_WOOD_ID19 "\"Metcnas aitaeb muc mus saxirolnoc son.\""
FURNITURE_ROSTRUM_WOOD_ID20 "\"Sudnetse mauqnun aimul ibu acol ni.\""
FURNITURE_ROSTRUM_WOOD_ID21 "\"Maut marret aneleb te, animod ,maut mulupop erivlas.\""
FURNITURE_ROSTRUM_WOOD_ID22 "\"Amixam arallev o, tacifiralc et aineg sinmo tu.\""
FURNITURE_ROSTRUM_WOOD_ID23 "\"Xirtarenluv arinas, mumrifni aritrof.\""
FURNITURE_ROSTRUM_WOOD_ID24 "\"Muresserp te subiroxe aigufer anod te.\""
FURNITURE_ROSTRUM_WOOD_ID25 "\"Xirtson xaros te soirtarf aranuda.\""
FURNITURE_ROSTRUM_WOOD_ID26 "\"Sumaviv arido te airocsid enis tu.\""
FURNITURE_ROSTRUM_WOOD_ID27 "\"Senmo son repus adnuffe maut xul muraitarg.\""
FURNITURE_ROSTRUM_WOOD_ID28 "\"Etatirev te mutirips ni sumus sutaner tu.\""
FURNITURE_ROSTRUM_WOOD_ID29 "\"Eraviv munrete aut aracap ni.\""
FURNITURE_ROSTRUM_WOOD_ID30 "\"Aneres xap o, et da romalc aut sarutaerc sinmo.\""
FURNITURE_ROSTRUM_WOOD_ID31 "\"Solitsoh musrevda artnoc son erisnefed.\""
FURNITURE_ROSTRUM_WOOD_ID32 "\"Eaiv murev ni mudarg irtson aradiug te.\""
FURNITURE_ROSTRUM_WOOD_ID33 "\"Animod, murtson muxul tis aut aranimul.\""
FURNITURE_ROSTRUM_WOOD_ID34 "\"Sinrete muroivlas aiv tis aut aiv te.\""
FURNITURE_ROSTRUM_WOOD_ID35 "\"Sumaradual et murolleces alleces ni.\""
FURNITURE_ROSTRUM_WOOD_ID36 "\"Siroleac munger ni atcnas te silagna muc.\""
FURNITURE_ROSTRUM_WOOD_ID37 "\"Xinrete aut nemon tis muracideneb.\""
FURNITURE_ROSTRUM_WOOD_ID38 "\"Eidinmo son repus aut aitarg adnecsed te.\""
FURNITURE_ROSTRUM_WOOD_ID39 "\"Eranger atised mauqmun iuq, aimmus aimon ni.\""
FURNITURE_ROSTRUM_WOOD_ID40 "\"Etarcas siroma te eromit ni et sumaroda.\""
FURNITURE_ROSTRUM_WOOD_COLOR "\"Vellora naxium, adrescta lorinum caelora et terranum.\""
FURNITURE_ROSTRUM_WOOD_COLOR1 "\"In vixis eterne clamuras ad te.\""
FURNITURE_ROSTRUM_WOOD_COLOR2 "\"Nostra animas levatrix sont in spes et firum.\""
FURNITURE_ROSTRUM_WOOD_COLOR3 "\"Ut bellanitus tua descenda suver nos.\""
FURNITURE_ROSTRUM_WOOD_COLOR4 "\"Onnasira, Sancara et Vellorum.\""
FURNITURE_ROSTRUM_WOOD_COLOR5 "\"Ocis nostra non vidamos tuam.\""
FURNITURE_ROSTRUM_WOOD_COLOR6 "\"Sed prescensir in coreum tangimus.\""
FURNITURE_ROSTRUM_WOOD_COLOR7 "\"Daros nos emeria ad entellandum"
FURNITURE_ROSTRUM_WOOD_COLOR8 "\"Mystaros tuas arcantum, qui verix in gloram tua.\""
FURNITURE_ROSTRUM_WOOD_COLOR9 "\"Sermium sine fine laudoramus.\""
FURNITURE_ROSTRUM_WOOD_COLOR10 "\"Glorificant omnes veritas tuae.\""
FURNITURE_ROSTRUM_WOOD_COLOR11 "\"In lumina quod supra stellarum fulgus.\""
FURNITURE_ROSTRUM_WOOD_COLOR12 "\"Et in serinis quod supranum terram caedent.\""
FURNITURE_ROSTRUM_WOOD_COLOR13 "\"Ascaltire nos, Domina miserexa.\""
FURNITURE_ROSTRUM_WOOD_COLOR14 "\"Precoras in humilitas et amoris.\""
FURNITURE_ROSTRUM_WOOD_COLOR15 "\"Eonextare vocem nostra, o summia bellorum.\""
FURNITURE_ROSTRUM_WOOD_COLOR16 "\"Daras pacerem, quae superorum omnis intellexar.\""
FURNITURE_ROSTRUM_WOOD_COLOR17 "\"Pectrora nostra, que varias sunt, lavantur.\""
FURNITURE_ROSTRUM_WOOD_COLOR18 "\"In fluvire puricatum tua devara.\""
FURNITURE_ROSTRUM_WOOD_COLOR19 "\"Nos conlorixas sum cum beatia sanctem.\""
FURNITURE_ROSTRUM_WOOD_COLOR20 "\"In loca ubi lumia nunquam estendus.\""
FURNITURE_ROSTRUM_WOOD_COLOR21 "\"Salvire populum tuam, Domina, et belena terram tuam.\""
FURNITURE_ROSTRUM_WOOD_COLOR22 "\"Ut omnis genia te clarificat, o vellara maxima.\""
FURNITURE_ROSTRUM_WOOD_COLOR23 "\"Fortira infirmum, sanira vulneratrix.\""
FURNITURE_ROSTRUM_WOOD_COLOR24 "\"Et dona refugia exoribus et presserum.\""
FURNITURE_ROSTRUM_WOOD_COLOR25 "\"Adunara fratrios et sorax nostrix.\""
FURNITURE_ROSTRUM_WOOD_COLOR26 "\"Ut sine discoria et odira vivamus.\""
FURNITURE_ROSTRUM_WOOD_COLOR27 "\"Gratiarum lux tuam effunda super nos omnes.\""
FURNITURE_ROSTRUM_WOOD_COLOR28 "\"Ut renatus sumus in spiritum et veritate.\""
FURNITURE_ROSTRUM_WOOD_COLOR29 "\"In pacara tua eternum vivare.\""
FURNITURE_ROSTRUM_WOOD_COLOR30 "\"Omnis creaturas tua clamor ad te, o Pax Serena.\""
FURNITURE_ROSTRUM_WOOD_COLOR31 "\"Defensire nos contra adversum hostilos.\""
FURNITURE_ROSTRUM_WOOD_COLOR32 "\"Et guidara nostri gradum in verum viae.\""
FURNITURE_ROSTRUM_WOOD_COLOR33 "\"Luminara tua sit luxum nostrum, Domina.\""
FURNITURE_ROSTRUM_WOOD_COLOR34 "\"Et via tua sit via salviorum eternis.\""
FURNITURE_ROSTRUM_WOOD_COLOR35 "\"In secella secellorum te laudaramus.\""
FURNITURE_ROSTRUM_WOOD_COLOR36 "\"Cum angalis et sancta in regnum caeloris.\""
FURNITURE_ROSTRUM_WOOD_COLOR37 "\"Benedicarum sit nomen tua eternix.\""
FURNITURE_ROSTRUM_WOOD_COLOR38 "\"Et descenda gratia tua super nos omnidie.\""
FURNITURE_ROSTRUM_WOOD_COLOR39 "\"In nomia summia, qui numquam desita regnare.\""
FURNITURE_ROSTRUM_WOOD_COLOR40 "\"Adoramus te in timore et amoris sacrate.\""
FURNITURE_ADOXIE_STATUE_TEMPLE_DESTROYEDEFFECT "The statue is destroyed!"
FURNITURE_ADOXIE_STATUE_TEMPLE_DESTROYEDEFFECT1 "The statue comes to life!"
FURNITURE_ALTAR_THIRDPERSON3 "A streak of magical energy is released"
FURNITURE_ALTAR_AMOUNT "Wrath upon you!"
FURNITURE_BOOKCASE_WOOD_DESTROYEDEFFECT "The bookcase is destroyed!"
FURNITURE_DINING_TABLE_DESTROYEDEFFECT "The table is destroyed!"
FURNITURE_FORGE_DESTROYEDEFFECT "The forge is destroyed!"
FURNITURE_DOWN_STAIRS_ADOXIE_USAGETYPE1 "You lose your sense of direction"
FURNITURE_INACTIVE_PORTAL_USAGETYPE1 "The portal is inactive."
FURNITURE_HIDDEN_CASTLE_DOOR_ENTRYTYPE "It was just an illusion!"
FURNITURE_BOULDER_TRAP_TICKTYPE "The boulder starts rolling."
FURNITURE_BOULDER_TRAP_TICKTYPE1 "You hear a heavy boulder rolling."
FURNITURE_GARGOYLE_TRAP_TICKTYPE "The gargoyle comes to life!"
BUFFS_PREACHING_ID4 "An ancient, terrible evil reshapes your body and causes you to grow a beak."
IMMIGRATION_TRAITS "when riding steed"
IMMIGRATION_TRAITS1 "when drunk"
IMMIGRATION_EFFECT "when riding steed"
IMMIGRATION_TRAITS2 "at night"
ITEMS_KNIFE_SPECIALATTR "against tribe leaders when hidden"
CREATURE_ATTRIBUTES_BLACK_DRAGON_PREFIX "at night"
CREATURE_ATTRIBUTES_DWARF_SPECIALATTR "when outdoors"
CREATURE_ATTRIBUTES_DWARF_FEMALE_SPECIALATTR "when outdoors"
VILLAIN_NAME_AND_DESCRIPTION "{1} ({2})"
RETIRED_PLAYER_DESCRIPTION "{1} (retired player)"
PLAYER_SITE_DESCRIPTION "This is your home site."
PLAYER_SITE_NAME "Home site"
CAMPAIGN_VILLAINS_COTTAGES_NAME1 "Cottage"
CAMPAIGN_VILLAINS_COTTAGES_NAME2 "Shop"
CAMPAIGN_VILLAINS_COTTAGES_NAME3 "Blacksmith"
CAMPAIGN_VILLAINS_COTTAGES_NAME4 "Stable"
CAMPAIGN_VILLAINS_COTTAGES_NAME5 "Cave"
CAMPAIGN_VILLAINS_COTTAGES_NAME "Unknown"
CAMPAIGN_VILLAINS_EVIL_KEEPER_NAME10 "Demon den"
CAMPAIGN_VILLAINS_EVIL_KEEPER_NAME11 "Adoxie priest"
CAMPAIGN_VILLAINS_EVIL_KEEPER_NAME12 "Tree spirits"
CAMPAIGN_VILLAINS_EVIL_KEEPER_NAME13 "Dryads"
CAMPAIGN_VILLAINS_EVIL_KEEPER_NAME14 "Cyclops"
CAMPAIGN_VILLAINS_EVIL_KEEPER_NAME15 "Giant spider"
CAMPAIGN_VILLAINS_EVIL_KEEPER_NAME16 "Hydra"
CAMPAIGN_VILLAINS_EVIL_KEEPER_NAME17 "Unicorn herd"
CAMPAIGN_VILLAINS_EVIL_KEEPER_NAME18 "Ants"
CAMPAIGN_VILLAINS_EVIL_KEEPER_NAME19 "Zombies"
CAMPAIGN_VILLAINS_EVIL_KEEPER_NAME1 "Elves"
CAMPAIGN_VILLAINS_EVIL_KEEPER_NAME20 "Guard post"
CAMPAIGN_VILLAINS_EVIL_KEEPER_NAME21 "Dark elves"
CAMPAIGN_VILLAINS_EVIL_KEEPER_NAME22 "Gnomes"
CAMPAIGN_VILLAINS_EVIL_KEEPER_NAME2 "Dwarves"
CAMPAIGN_VILLAINS_EVIL_KEEPER_NAME3 "Red dragon"
CAMPAIGN_VILLAINS_EVIL_KEEPER_NAME4 "White dragon"
CAMPAIGN_VILLAINS_EVIL_KEEPER_NAME5 "Elementalist"
CAMPAIGN_VILLAINS_EVIL_KEEPER_NAME6 "Green dragon"
CAMPAIGN_VILLAINS_EVIL_KEEPER_NAME7 "Lizardmen"
CAMPAIGN_VILLAINS_EVIL_KEEPER_NAME8 "Warriors"
CAMPAIGN_VILLAINS_EVIL_KEEPER_NAME9 "Thieves"
CAMPAIGN_VILLAINS_EVIL_KEEPER_NAME "Knights"
CAMPAIGN_VILLAINS_LAWFUL_KEEPER_NAME10 "Zombies"
CAMPAIGN_VILLAINS_LAWFUL_KEEPER_NAME11 "Goblins"
CAMPAIGN_VILLAINS_LAWFUL_KEEPER_NAME12 "Harpies"
CAMPAIGN_VILLAINS_LAWFUL_KEEPER_NAME13 "Ants"
CAMPAIGN_VILLAINS_LAWFUL_KEEPER_NAME14 "Adoxie priest"
CAMPAIGN_VILLAINS_LAWFUL_KEEPER_NAME15 "Dwarves"
CAMPAIGN_VILLAINS_LAWFUL_KEEPER_NAME16 "Teutonic Knights"
CAMPAIGN_VILLAINS_LAWFUL_KEEPER_NAME1 "Green dragon"
CAMPAIGN_VILLAINS_LAWFUL_KEEPER_NAME2 "White dragon"
CAMPAIGN_VILLAINS_LAWFUL_KEEPER_NAME3 "Dark elves"
CAMPAIGN_VILLAINS_LAWFUL_KEEPER_NAME4 "Goblin town"
CAMPAIGN_VILLAINS_LAWFUL_KEEPER_NAME5 "Demon den"
CAMPAIGN_VILLAINS_LAWFUL_KEEPER_NAME6 "Lizardmen"
CAMPAIGN_VILLAINS_LAWFUL_KEEPER_NAME7 "Giant spider"
CAMPAIGN_VILLAINS_LAWFUL_KEEPER_NAME8 "Cyclops"
CAMPAIGN_VILLAINS_LAWFUL_KEEPER_NAME9 "Hydra"
CAMPAIGN_VILLAINS_LAWFUL_KEEPER_NAME "Red dragon"
TILE_GAS_TYPES_FOG_NAME "fog"
TILE_GAS_TYPES_POISON_GAS_NAME "poison gas"
TILE_GAS_TYPES_BLACK_SMOKE_NAME "black smoke"
TILE_GAS_TYPES_BLACK_MASS_SMOKE_NAME "black smoke"
YOU_RESISTED_THE_ATTACK_OF "You resisted the attack of {1}."
ENEMY_WAVE_NAME_UNKNOWN "Unknown"
EXTERNAL_ENEMIES_NAME "a curious bandit"
EXTERNAL_ENEMIES_NAME1 "a lizardman scout"
EXTERNAL_ENEMIES_NAME2 "an ant patrol"
EXTERNAL_ENEMIES_NAME3 "a nest of lizardmen"
EXTERNAL_ENEMIES_NAME4 "a gang of bandits"
EXTERNAL_ENEMIES_NAME5 "an ant soldier patrol"
EXTERNAL_ENEMIES_NAME6 "an alchemist's clay golems"
EXTERNAL_ENEMIES_NAME7 "an alchemist's stone golems"
EXTERNAL_ENEMIES_NAME8 "an army of ants"
EXTERNAL_ENEMIES_NAME9 "a group of ents"
EXTERNAL_ENEMIES_NAME10 "a band of dwarves"
EXTERNAL_ENEMIES_NAME11 "an alchemist's iron golems"
EXTERNAL_ENEMIES_NAME12 "a dwarf tribe"
EXTERNAL_ENEMIES_NAME13 "a patrol of archers"
EXTERNAL_ENEMIES_NAME14 "a lonely knight"
EXTERNAL_ENEMIES_NAME15 "a group of warriors"
EXTERNAL_ENEMIES_NAME16 "an army of warriors"
EXTERNAL_ENEMIES_NAME17 "an army of knights"
EXTERNAL_ENEMIES_NAME18 "a cyclops"
EXTERNAL_ENEMIES_NAME19 "a witchman"
EXTERNAL_ENEMIES_NAME20 "a minotaur"
EXTERNAL_ENEMIES_NAME21 "an elementalist"
EXTERNAL_ENEMIES_NAME22 "a green dragon"
EXTERNAL_ENEMIES_NAME23 "a red dragon"
EXTERNAL_ENEMIES_NAME24 "a black dragon"
EXTERNAL_ENEMIES_NAME25 "a pack of trolls"
BIOMES_GRASSLAND_NAME "grassland"
BIOMES_GRASSLAND_NAME1 "forest"
BIOMES_GRASSLAND_NAME2 "mountains"
